time(us),speed(um/sec),reference current(mA),current(mA)
17304512,0,2672,2704
17307328,0,2685,2704
17310080,0,2698,2730
17312896,0,2711,2756
17315648,0,2724,2756
17318464,6390,2691,2756
17321472,0,2750,2626
17324288,0,2763,2704
17327040,0,2776,2808
17329856,0,2789,2678
17332608,0,2802,2704
17335424,6390,2769,2730
17338432,0,2828,2860
17341248,0,2841,2860
17344000,0,2854,2938
17346816,0,2867,2938
17349568,0,2880,2912
17352384,6390,2847,2886
17355392,0,2906,2808
17358208,0,2919,2912
17360960,0,2932,2860
17363776,0,2945,2860
17366528,0,2958,2860
17369344,6390,2925,2912
17372352,0,2984,2964
17375168,0,2997,3068
17377920,0,3000,3068
17380736,0,3000,3068
17383488,0,3000,3016
17386304,0,3000,2990
17389056,0,3000,2990
17391872,0,3000,2964
17394624,0,3000,2938
17397440,6390,3000,2964
17400448,0,3000,3042
17403264,0,3000,3016
17406016,0,3000,3068
17408832,0,3000,3094
17411584,0,3000,3042
17414400,0,3000,3042
17417152,0,3000,2990
17419968,0,3000,3068
17422720,0,3000,3042
17425536,0,3000,3016
17428288,0,3000,3042
17431104,0,3000,2816
17433856,0,3000,3094
17436672,0,3000,3042
17439424,0,3000,3042
17442240,0,3000,2816
17444992,0,3000,3042
17447808,0,3000,3094
17450560,0,3000,3094
17453376,0,3000,3094
17456128,0,3000,3068
17458944,0,3000,3120
17461696,0,3000,3120
17464448,0,3000,3042
17467264,0,3000,3068
17470016,0,3000,2964
17472832,0,3000,2816
17475584,0,3000,3068
17478400,0,3000,3016
17481152,6534,3000,2964
17484224,0,3000,2912
17486976,0,3000,2938
17489792,0,3000,3016
17492544,0,3000,2990
17495360,0,3000,3068
17498112,0,3000,3016
17500928,0,3000,3016
17503680,0,3000,3042
17506496,0,3000,3016
17509248,0,3000,3042
17512064,0,3000,2990
17514816,0,3000,2816
17517632,0,3000,3068
17520384,0,3000,3042
17523200,0,3000,3068
17525952,0,3000,3072
17528768,0,3000,3016
17531520,0,3000,3016
17534336,0,3000,3016
17537088,0,3000,3072
17539904,0,3000,3120
17542656,0,3000,3068
17545472,0,3000,3068
17548224,0,3000,3120
17551040,0,3000,3042
17553792,0,3000,3094
17556608,0,3000,3042
17559360,0,3000,3042
17562176,0,3000,3042
17564928,0,3000,3094
17567744,0,3000,3042
17570496,0,3000,3042
17573312,0,3000,3016
17576064,0,3000,2912
17578880,0,3000,2938
17581632,0,3000,3016
17584448,0,3000,3042
17587200,0,3000,3042
17590016,0,3000,3068
17592768,0,3000,3016
17595584,0,3000,2938
17598336,0,3000,2886
17601152,0,3000,2912
17603904,0,3000,2964
17606720,0,3000,2938
17609472,0,3000,2964
17612288,0,3000,2964
17615040,0,3000,2912
17617856,0,3000,2886
17620608,0,3000,2938
17623424,0,3000,2964
17626176,0,3000,2938
17628992,0,3000,2860
17631744,0,3000,2964
17634560,0,3000,2964
17637312,0,3000,2860
17640128,0,3000,2990
17642880,0,3000,2938
17645696,0,3000,2964
17648448,0,3000,2938
17651264,0,3000,2938
17654016,0,3000,2938
17656832,0,3000,3016
17659584,0,3000,2964
17662400,0,3000,2990
17665152,0,3000,2964
17667968,0,3000,2990
17670720,0,3000,2990
17673536,0,3000,3042
17676288,0,3000,3016
17679104,0,3000,3068
17681856,0,3000,2990
17684672,0,3000,3042
17687424,0,3000,3016
17690240,0,3000,2990
17692992,0,3000,3042
17695808,0,3000,3016
17698560,0,3000,3042
17701376,0,3000,3094
17704128,0,3000,3094
17706944,0,3000,3042
17709696,0,3000,3094
17712512,0,3000,3068
17715264,0,3000,3146
17718080,0,3000,3042
17720832,0,3000,3042
17723648,0,3000,3016
17726400,0,3000,3016
17729216,0,3000,3042
17731968,6534,3000,3068
17735040,0,3000,2938
17737792,0,3000,2964
17740608,0,3000,2964
17743360,0,3000,2912
17746176,0,3000,2938
17748928,0,3000,2990
17751744,0,3000,2912
17754496,0,3000,2990
17757312,0,3000,2990
17760064,0,3000,3042
17762880,0,3000,2816
17765632,0,3000,2990
17768448,0,3000,2990
17771200,0,3000,2990
17774016,0,3000,2964
17776768,0,3000,3042
17779584,0,3000,3068
17782336,0,3000,3042
17785152,0,3000,3016
17787904,0,3000,3016
17790720,0,3000,3042
17793472,0,3000,3016
17796288,0,3000,3042
17799040,0,3000,3068
17801856,0,3000,3120
17804608,0,3000,3094
17807424,0,3000,3068
17810176,0,3000,3094
17812928,0,3000,3068
17815744,0,3000,3042
17818496,0,3000,3172
17821312,0,3000,3094
17824064,0,3000,3068
17826880,0,3000,3042
17829632,0,3000,3068
17832448,0,3000,3068
17835200,0,3000,3094
17838016,0,3000,2964
17840768,0,3000,2938
17843584,0,3000,3016
17846336,0,3000,2964
17849152,0,3000,2816
17851904,0,3000,3042
17854720,0,3000,2990
17857472,0,3000,2990
17860288,0,3000,2938
17863040,0,3000,2990
17865856,0,3000,2964
17868608,0,3000,2938
17871424,0,3000,2938
17874176,0,3000,2964
17876992,0,3000,2990
17879744,0,3000,2964
17882560,0,3000,2964
17885312,0,3000,2990
17888128,0,3000,2938
17890880,0,3000,2860
17893696,0,3000,2912
17896448,0,3000,2912
17899264,0,3000,2938
17902016,0,3000,2938
17904832,0,3000,2938
17907584,0,3000,2938
17910400,0,3000,2912
17913152,0,3000,2964
17915968,0,3000,2964
17918720,0,3000,3068
17921536,0,3000,2964
17924288,0,3000,3016
17927104,0,3000,2938
17929856,0,3000,2912
17932672,0,3000,2938
17935424,0,3000,3016
17938240,0,3000,3016
17940992,0,3000,3042
17943808,0,3000,2990
17946560,0,3000,3042
17949376,0,3000,3042
17952128,0,3000,2990
17954944,0,3000,3042
17957696,0,3000,3016
17960512,0,3000,3068
17963264,0,3000,3042
17966080,0,3000,3068
17968832,0,3000,3016
17971648,0,3000,2990
17974400,0,3000,3094
17977216,0,3000,3094
17979968,0,3000,3094
17982784,0,3000,3094
17985536,0,3000,3042
17988352,0,3000,3068
17991104,0,3000,3072
17993920,0,3000,3120
17996672,0,3000,3016
17999488,0,3000,3094
18002240,0,3000,3072
18005056,0,3000,3068
19008640,0,-353,52
19011264,0,-365,-260
19014016,-13068,-284,-338
19017280,-11016,-310,-286
19020480,-11232,-320,-312
19023680,-16848,-291,-312
19026880,-28080,-219,-260
19030144,-22032,-270,-234
19033344,-28080,-234,-338
19036544,-28080,-240,-208
19039744,-33696,-206,-208
19042944,-33696,-211,-260
19046208,-33048,-221,-208
19049408,-33696,-221,-260
19052608,-28080,-267,-234
19055808,-39312,-191,-256
19059072,-33048,-241,-182
19062272,-33696,-241,-286
19065472,-33696,-246,-234
19068672,-33696,-251,-260
19071936,-33048,-260,-260
19075136,-33696,-261,-286
19078336,-28080,-307,-260
19081536,-28080,-313,-364
19084736,-28080,-320,-338
19088000,-33048,-290,-312
19091200,-33696,-291,-286
19094400,-33696,-296,-338
19097600,-33696,-300,-338
19100864,-38556,-270,-286
19104064,-39312,-268,-260
19107264,-39312,-271,-234
19110464,-33696,-315,-286
19113728,-38556,-285,-338
19116928,-39312,-283,-312
19120128,-44928,-245,-260
19123328,-44928,-246,-286
19126592,-44064,-254,-286
19129792,-39312,-291,-312
19132992,-50544,-212,-312
19136192,-44928,-253,-234
19139392,-44928,-254,-182
19142656,-33048,-343,-286
19145856,-39312,-302,-312
19149056,-44928,-264,-286
19152256,-33696,-348,-208
19155520,-44064,-277,-512
19158720,-44928,-273,-312
19161920,-50544,-233,-234
19165120,-50544,-233,-260
19168320,-44928,-274,-234
19171584,-49572,-241,-260
19174784,-44928,-275,-312
19177984,-50544,-236,-364
19181184,-50544,-236,-208
19184384,-44928,-277,-208
19187648,-44064,-284,-338
19190848,-44928,-280,-286
19194048,-50544,-240,-286
19197248,-50544,-240,-256
19200448,-50544,-240,-234
19203712,-55080,-207,-260
19206912,-50544,-238,-260
19210112,-56160,-197,-260
19213312,-56160,-195,-182
19216512,-44928,-276,-208
19219712,-50544,-236,-286
19222976,-44064,-283,-286
19226176,-44928,-279,-260
19229376,-44928,-280,-260
19232576,-44928,-282,-286
19235840,-55080,-209,-388
19239040,-50544,-241,-208
19242240,-50544,-241,-260
19245440,-50544,-240,-234
19248640,-44928,-281,-286
19251840,-50544,-242,-338
19255104,-49572,-249,-286
19258304,-44928,-283,-260
19261504,-44928,-284,-338
19264704,-50544,-245,-312
19267904,-44928,-286,-234
19271168,-49572,-253,-312
19274368,-44928,-287,-286
19277568,-50544,-248,-260
19280768,-50544,-248,-338
19283968,-56160,-206,-234
19287232,-49572,-253,-234
19290432,-44928,-287,-286
19293632,-50544,-247,-338
19296832,-50544,-247,-312
19300032,-50544,-247,-286
19303232,-44928,-288,-182
19306496,-55080,-215,-286
19309696,-50544,-247,-234
19312896,-44928,-288,-234
19316096,-56160,-207,-286
19319296,-44928,-287,-234
19322560,-44064,-295,-234
19325760,-50544,-250,-338
19328960,-44928,-290,-208
19332160,-44928,-292,-260
19335424,-49572,-260,-234
19338624,-50544,-253,-286
19341824,-50544,-252,-260
19345024,-44928,-293,-208
19348224,-50544,-254,-234
19351424,-50544,-254,-260
19354688,-49572,-261,-234
19357888,-50544,-254,-286
19361088,-39312,-335,-208
19364288,-56160,-216,-312
19367488,-50544,-255,-182
19370752,-44064,-302,-338
19373952,-44928,-297,-312
19377152,-50544,-258,-260
19380352,-50544,-258,-286
19383552,-50544,-258,-260
19386752,-44928,-298,-260
19390016,-49572,-266,-312
19393216,-50544,-259,-286
19396416,-50544,-259,-260
19399616,-44928,-300,-260
19402816,-50544,-260,-338
19406080,-49572,-267,-512
19409280,-44928,-301,-234
19412480,-50544,-262,-260
19415680,-50544,-262,-512
19418880,-44928,-302,-260
19422144,-44064,-310,-286
19425344,-50544,-265,-260
19428544,-50544,-265,-208
19431744,-50544,-265,-260
19434944,-50544,-264,-234
19438144,-50544,-264,-260
19441344,-44928,-305,-260
19444608,-49572,-273,-364
19447808,-50544,-266,-286
19451008,-50544,-266,-260
19454208,-50544,-265,-234
19457408,-44928,-306,-208
19460672,-55080,-234,-338
19463872,-50544,-265,-208
19467072,-50544,-265,-286
19470272,-44928,-306,-260
19473472,-50544,-266,-338
19476672,-56160,-225,-286
19479936,-44064,-312,-286
19483136,-50544,-266,-260
19486336,-56160,-225,-208
19489536,-56160,-223,-260
19492736,-50544,-262,-260
19495936,-50544,-262,-286
19499200,-49572,-269,-260
19502400,-50544,-262,-234
19505600,-44928,-303,-260
19508800,-44928,-304,-512
19512000,-44928,-306,-312
19515264,-49572,-274,-286
19518464,-50544,-267,-234
19521664,-44928,-307,-312
19524864,-50544,-268,-286
19528064,-50544,-268,-234
19531328,-55080,-235,-260
19534528,-50544,-266,-286
19537728,-44928,-307,-286
19540928,-44928,-308,-338
19544128,-44928,-310,-234
19547392,-55080,-237,-312
19550592,-50544,-269,-260
19553792,-50544,-269,-260
19556992,-56160,-228,-512
19560192,-50544,-267,-234
19563392,-56160,-226,-234
19566656,-44064,-312,-286
19569856,-39312,-349,-260
19573056,-50544,-270,-338
19576256,-44928,-311,-286
19579456,-44928,-312,-338
19582720,-44064,-320,-390
19585920,-50544,-274,-390
19589120,-50544,-274,-234
19592320,-50544,-274,-260
19595520,-50544,-274,-182
19598784,-49572,-281,-312
19601984,-56160,-233,-312
19605184,-50544,-272,-234
19608384,-50544,-272,-260
19611584,-56160,-231,-286
19614784,-50544,-270,-208
19617984,-50544,-270,-286
19621248,-44064,-317,-208
19624448,-56160,-230,-312
19627648,-44928,-311,-256
19630848,-44928,-312,-312
19634112,-49572,-280,-260
19637312,-56160,-232,-234
19640512,-50544,-271,-234
19643712,-50544,-271,-286
19646912,-50544,-271,-260
19650112,-56160,-229,-286
19653312,-50544,-269,-234
19656576,-49572,-275,-286
19659776,-50544,-269,-312
19662976,-56160,-227,-286
19666176,-56160,-226,-208
19669376,-50544,-265,-234
19672576,-50544,-264,-338
19675840,-49572,-271,-260
19679040,-50544,-264,-234
19682240,-56160,-223,-182
19685440,-56160,-221,-182
19688640,-56160,-220,-208
19691840,-56160,-218,-208
19695104,-49572,-264,-256
19698304,-56160,-216,-208
19701504,-56160,-214,-208
19704704,-50544,-253,-208
19707904,-50544,-253,-182
19711104,-56160,-212,-208
19714368,-49572,-258,-234
19717568,-50544,-251,-260
19720768,-50544,-251,-208
19723968,-50544,-251,-208
19727168,-50544,-251,-260
19730368,-56160,-210,-260
19733632,-49572,-256,-260
19736832,-44928,-290,-260
19740032,-50544,-250,-208
19743232,-50544,-250,-286
19746432,-56160,-209,-312
19749632,-44928,-289,-156
19752896,-49572,-257,-260
19756096,-56160,-209,-260
19759296,-56160,-207,-312
19762496,-50544,-246,-260
19765696,-44928,-287,-234
19768960,-55080,-214,-234
19772160,-50544,-246,-260
19775360,-50544,-246,-182
19778560,-50544,-246,-182
19781760,-50544,-246,-286
19784960,-50544,-245,-234
19788224,-49572,-252,-512
19791424,-44928,-286,-312
19794624,-50544,-247,-312
19797824,-50544,-247,-234
19801024,-56160,-206,-286
19804224,-50544,-245,-208
19807488,-38556,-332,-512
19810688,-50544,-248,-286
19813888,-50544,-248,-260
19817088,-50544,-248,-234
19820288,-39312,-330,-512
19823552,-49572,-258,-338
19826752,-50544,-251,-286
19829952,-50544,-251,-234
19833152,-50544,-251,-182
19836352,-56160,-209,-260
19839552,-50544,-249,-182
19842816,-49572,-255,-260
19846016,-50544,-248,-182
19849216,-44928,-289,-286
19852416,-50544,-250,-364
19855616,-56160,-209,-234
19858816,-50544,-248,-286
19862080,-44064,-295,-182
19865280,-56160,-208,-234
19868480,-56160,-207,-260
19871680,-44928,-287,-234
19874880,-44928,-288,-286
19878144,-49572,-256,-512
19881344,-50544,-249,-338
19884544,-50544,-249,-260
19887744,-44928,-290,-182
19890944,-50544,-250,-260
19894208,-44064,-297,-260
19897408,-50544,-252,-364
19900608,-56160,-211,-286
19903808,-39312,-332,-182
19907008,-50544,-253,-234
19910272,-44064,-300,-234
19913472,-44928,-296,-286
19916672,-44928,-297,-234
19919872,-44928,-299,-312
19923072,-44928,-300,-234
19926336,-44064,-308,-364
19929536,-50544,-263,-512
19932736,-50544,-262,-338
19935936,-44928,-303,-260
19939136,-50544,-264,-364
19942400,-49572,-271,-338
19945600,-44928,-305,-312
19948800,-50544,-265,-260
19952000,-50544,-265,-286
19955200,-44928,-306,-286
19958464,-49572,-274,-338
19961664,-56160,-226,-312
19964864,-50544,-265,-208
19968064,-39312,-347,-156
19971264,-50544,-268,-416
19974528,-44064,-315,-312
19977728,-44928,-310,-234
19980928,-44928,-312,-512
19984128,-39312,-354,-312
19987328,-50544,-276,-390
19990592,-55080,-242,-416
19993792,-50544,-274,-234
19996992,-50544,-274,-260
20000192,-56160,-233,-260
20003392,-50544,-272,-312
20006592,-50544,-272,-260
20009856,-44064,-319,-208
20013056,-44928,-314,-260
20016256,-44928,-316,-234
20019456,-56160,-235,-312
20022656,-56160,-233,-286
20025920,-44064,-320,-182
20029120,-50544,-274,-260
20032320,-50544,-274,-312
20035520,-56160,-233,-338
20038720,-56160,-231,-182
20041920,-50544,-270,-512
20045184,-49572,-277,-208
20048384,-39312,-352,-286
20051584,-44928,-315,-312
20054784,-50544,-275,-312
20057984,-50544,-275,-260
20061248,-44064,-322,-260
20064448,-44928,-318,-364
20067648,-50544,-278,-286
20070848,-56160,-237,-286
20074048,-44928,-317,-286
20077312,-44064,-325,-312
20080512,-44928,-320,-312
20083712,-50544,-281,-312
20086912,-50544,-281,-312
20090112,-56160,-240,-234
20093376,-44064,-326,-286
20096576,-44928,-322,-260
20099776,-61776,-200,-364
20102976,-56160,-238,-208
20106176,-44928,-318,-256
20109440,-49572,-285,-234
20112640,-56160,-237,-286
20115840,-56160,-236,-260
20119040,-44928,-316,-208
20122240,-50544,-276,-364
20125440,-56160,-235,-286
20128704,-49572,-281,-260
20131904,-50544,-274,-234
20135104,-50544,-274,-208
20138304,-56160,-233,-256
20141504,-56160,-231,-286
20144704,-50544,-270,-286
20147968,-49572,-277,-234
20151168,-56160,-229,-234
20154368,-56160,-227,-286
20157568,-44928,-308,-208
20160768,-44928,-309,-234
20164032,-44064,-317,-286
20167232,-50544,-271,-364
20170432,-56160,-230,-512
20173632,-39312,-351,-208
20176832,-50544,-273,-286
20180096,-49572,-280,-260
20183296,-50544,-273,-208
20186496,-56160,-231,-312
20189696,-50544,-271,-260
20192896,-50544,-270,-234
20196096,-56160,-229,-286
20199360,-49572,-276,-286
20202560,-44928,-310,-286
20205760,-44928,-311,-234
20208960,-44928,-313,-286
20212160,-50544,-273,-312
20215424,-49572,-280,-234
20218624,-50544,-273,-286
20221824,-50544,-273,-260
20225024,-50544,-273,-156
20228224,-50544,-273,-234
20231424,-50544,-272,-260
20234688,-49572,-279,-286
20237888,-39312,-354,-312
20241088,-44928,-317,-286
20244288,-44928,-318,-312
20247488,-50544,-279,-338
20250752,-55080,-245,-338
20253952,-44928,-318,-286
20257152,-44928,-319,-260
20260352,-61776,-198,-312
20263552,-56160,-235,-234
20266816,-44064,-322,-234
20270016,-44928,-317,-512
20273216,-50544,-278,-208
20276416,-56160,-237,-286
20279616,-50544,-276,-286
20282880,-55080,-243,-260
20286080,-50544,-274,-182
20289280,-56160,-233,-234
20292480,-56160,-231,-260
20295680,-50544,-270,-260
20298880,-50544,-270,-208
20302144,-49572,-277,-260
20305344,-50544,-270,-338
20308544,-50544,-270,-286
20311744,-50544,-270,-312
20314944,-56160,-229,-234
20318144,-50544,-268,-156
20321344,-50544,-268,-260
20324608,-49572,-275,-286
20327808,-44928,-309,-286
20331008,-44928,-310,-286
20334208,-56160,-230,-338
20337408,-50544,-269,-208
20340672,-49572,-276,-234
20343872,-56160,-228,-260
20347072,-44928,-308,-260
20350272,-44928,-309,-312
20353472,-50544,-270,-312
20356736,-44064,-317,-260
20359936,-50544,-272,-286
20363136,-56160,-230,-260
20366336,-56160,-229,-234
20369536,-50544,-268,-245
